time,id,mA,V,W
15.260,B,230.120,4.090,0.941
15.281,B,248.320,4.070,1.011
15.299,B,335.520,4.040,1.356
15.319,B,281.120,4.090,1.150
15.339,B,256.200,4.090,1.048
15.359,B,245.400,4.080,1.001
15.379,B,224.800,4.070,0.915
15.397,B,231.800,4.090,0.948
15.417,B,231.800,4.090,0.948
15.437,B,223.720,4.080,0.913
15.458,B,225.400,4.090,0.922
15.477,B,232.120,4.090,0.949
15.498,B,230.200,4.080,0.939
15.515,B,215.400,4.070,0.877
15.536,B,232.520,4.060,0.944
15.556,B,294.720,4.060,1.197
15.576,B,269.600,4.090,1.103
15.596,B,255.920,4.090,1.047
15.614,B,246.200,4.050,0.997
15.634,B,218.520,4.050,0.885
15.654,B,232.200,4.080,0.947
15.674,B,252.200,4.090,1.031
15.694,B,228.600,4.070,0.930
15.712,B,224.800,4.080,0.917
15.732,B,236.320,4.080,0.964
15.753,B,236.120,4.080,0.963
15.772,B,220.200,4.070,0.896
15.793,B,302.120,4.060,1.227
15.811,B,298.600,4.090,1.221
15.831,B,277.120,4.090,1.133
15.851,B,258.000,4.070,1.050
15.870,B,233.520,4.080,0.953
15.891,B,250.320,4.090,1.024
15.909,B,236.520,4.080,0.965
15.930,B,236.400,4.090,0.967
15.949,B,220.200,4.070,0.896
15.969,B,229.920,4.080,0.938
15.989,B,231.320,4.080,0.944
16.008,B,229.200,4.080,0.935
16.028,B,216.720,4.070,0.882
16.048,B,292.000,4.060,1.186
16.068,B,246.720,4.080,1.007
16.088,B,259.800,4.090,1.063
16.108,B,254.720,4.090,1.042
16.125,B,245.320,4.080,1.001
16.146,B,249.600,4.090,1.021
16.166,B,233.800,4.070,0.952
16.186,B,230.800,4.080,0.942
16.206,B,239.600,4.080,0.978
16.224,B,228.120,4.070,0.928
16.244,B,220.800,4.090,0.903
16.265,B,236.120,4.080,0.963
16.284,B,256.120,4.090,1.048
16.305,B,320.920,4.080,1.309
16.323,B,271.520,4.040,1.097
16.342,B,276.000,4.090,1.129
16.363,B,321.800,4.040,1.300
16.382,B,400.400,4.050,1.622
16.403,B,405.920,4.050,1.644
16.421,B,394.400,4.050,1.597
16.441,B,411.320,4.050,1.666
16.461,B,381.800,4.050,1.546
16.481,B,435.400,4.020,1.750
16.501,B,526.520,4.040,2.127
16.520,B,541.920,4.040,2.189
16.540,B,518.800,4.050,2.101
16.560,B,452.400,4.070,1.841
16.580,B,482.720,4.060,1.960
16.599,B,537.920,4.040,2.173
16.620,B,551.920,4.040,2.230
16.638,B,537.520,4.050,2.177
16.658,B,534.320,4.050,2.164
16.678,B,491.320,4.070,2.000
16.699,B,486.200,4.060,1.974
16.718,B,535.800,4.040,2.165
16.737,B,532.000,4.050,2.155
16.756,B,494.320,4.050,2.002
16.777,B,457.520,4.060,1.858
16.796,B,466.920,4.070,1.900
16.817,B,532.800,4.050,2.158
16.835,B,543.120,4.040,2.194
16.854,B,560.000,4.040,2.262
16.875,B,480.200,4.110,1.974
16.894,B,291.920,4.100,1.197
16.915,B,267.400,4.090,1.094
16.935,B,253.120,4.070,1.030
16.954,B,237.000,4.090,0.969
16.973,B,245.000,4.080,1.000
16.994,B,242.000,4.080,0.987
17.013,B,237.800,4.090,0.973
17.034,B,303.720,4.030,1.224
17.052,B,411.920,4.050,1.668
17.071,B,425.600,4.050,1.724
17.092,B,340.800,4.090,1.394
17.111,B,266.000,4.090,1.088
17.132,B,251.920,4.090,1.030
17.150,B,250.320,4.070,1.019
17.170,B,247.200,4.080,1.009
17.190,B,379.120,4.050,1.535
17.210,B,421.520,4.050,1.707
17.230,B,239.400,4.050,0.970
17.249,B,253.600,4.090,1.037
17.268,B,250.720,4.060,1.018
17.288,B,252.200,4.090,1.031
17.309,B,243.120,4.080,0.992
17.328,B,348.800,4.070,1.420
17.347,B,240.000,4.090,0.982
17.366,B,245.120,4.090,1.003
17.387,B,265.120,4.090,1.084
17.407,B,247.120,4.090,1.011
17.427,B,245.520,4.080,1.002
17.445,B,224.200,4.070,0.912
17.466,B,234.400,4.090,0.959
17.485,B,233.320,4.080,0.952
17.506,B,234.520,4.080,0.957
17.525,B,220.800,4.070,0.899
17.543,B,228.120,4.070,0.928
17.564,B,271.520,4.060,1.102
17.583,B,326.920,4.070,1.331
17.605,B,275.520,4.090,1.127
17.623,B,270.800,4.090,1.108
17.644,B,257.520,4.090,1.053
17.662,B,244.720,4.050,0.991
17.682,B,224.720,4.070,0.915
17.702,B,251.000,4.090,1.027
17.723,B,236.320,4.090,0.967
17.742,B,228.720,4.070,0.931
17.760,B,231.400,4.090,0.946
17.780,B,230.600,4.090,0.943
17.800,B,231.200,4.070,0.941
17.821,B,243.800,4.060,0.990
17.840,B,327.120,4.060,1.328
17.859,B,264.200,4.090,1.081
17.879,B,256.600,4.090,1.049
17.899,B,259.520,4.080,1.059
17.919,B,230.200,4.050,0.932
17.939,B,233.800,4.090,0.956
17.957,B,232.320,4.080,0.948
17.977,B,230.600,4.080,0.941
17.997,B,222.800,4.060,0.905
18.017,B,249.200,4.090,1.019
18.037,B,282.600,4.070,1.150
18.055,B,332.720,4.030,1.341
18.076,B,400.000,4.100,1.640
18.095,B,308.000,4.090,1.260
18.116,B,280.520,4.090,1.147
18.135,B,243.400,4.050,0.986
18.156,B,245.000,4.080,1.000
18.174,B,236.200,4.090,0.966
18.194,B,239.320,4.080,0.976
18.214,B,237.320,4.070,0.966
18.233,B,223.120,4.070,0.908
18.254,B,228.400,4.080,0.932
18.272,B,232.920,4.080,0.950
18.292,B,227.800,4.070,0.927
18.312,B,244.320,4.070,0.994
18.333,B,321.520,4.070,1.309
18.352,B,301.400,4.090,1.233
18.371,B,266.720,4.090,1.091
18.390,B,250.400,4.090,1.024
18.411,B,241.200,4.070,0.982
18.431,B,218.000,4.090,0.892
18.451,B,231.400,4.090,0.946
18.469,B,230.320,4.090,0.942
18.489,B,227.720,4.070,0.927
18.509,B,229.520,4.090,0.939
18.529,B,230.000,4.090,0.941
18.549,B,230.120,4.090,0.941
18.567,B,226.800,4.060,0.921
18.588,B,317.520,4.060,1.289
18.607,B,412.200,4.070,1.678
18.628,B,424.320,4.050,1.718
18.647,B,467.320,4.030,1.883
18.668,B,515.920,4.050,2.089
18.686,B,409.720,4.060,1.663
18.705,B,529.320,4.050,2.144
18.726,B,549.800,4.050,2.227
18.745,B,543.400,4.020,2.184
18.766,B,549.120,4.030,2.213
18.784,B,489.720,4.050,1.983
18.804,B,458.720,4.060,1.862
18.824,B,527.000,4.040,2.129
18.845,B,544.600,4.040,2.200
18.864,B,538.920,4.050,2.183
18.883,B,551.400,4.040,2.228
18.902,B,542.200,4.070,2.207
18.923,B,471.000,4.060,1.912
18.943,B,481.320,4.040,1.945
18.962,B,549.720,4.040,2.221
18.981,B,541.000,4.050,2.191
19.000,B,555.320,4.040,2.243
19.021,B,471.120,4.050,1.908
19.041,B,467.320,4.070,1.902
19.061,B,477.200,4.030,1.923
19.079,B,551.320,4.040,2.227
19.100,B,560.120,4.050,2.268
19.119,B,530.000,4.060,2.152
19.140,B,449.920,4.060,1.827
19.159,B,411.320,4.070,1.674
19.180,B,442.320,4.050,1.791
19.198,B,490.800,4.080,2.002
19.217,B,414.800,4.070,1.688
19.238,B,413.520,4.090,1.691
19.258,B,310.520,4.080,1.267
19.278,B,324.920,4.060,1.319
19.296,B,361.720,4.060,1.469
19.316,B,363.400,4.060,1.475
19.336,B,361.400,4.050,1.464
19.357,B,323.800,4.070,1.318
19.376,B,310.720,4.040,1.255
19.395,B,440.800,4.060,1.790
19.415,B,420.400,4.050,1.703
19.434,B,419.320,4.050,1.698
19.455,B,396.520,4.060,1.610
19.474,B,373.920,4.070,1.522
19.493,B,394.000,4.040,1.592
19.513,B,393.320,4.070,1.601
19.533,B,414.320,4.060,1.682
19.553,B,417.120,4.070,1.698
19.573,B,441.320,4.060,1.792
19.593,B,391.400,4.060,1.589
19.612,B,441.320,4.060,1.792
19.631,B,466.920,4.050,1.891
19.652,B,422.600,4.060,1.716
19.671,B,400.800,4.050,1.623
19.691,B,461.920,4.070,1.880
19.710,B,421.520,4.050,1.707
19.730,B,349.520,4.100,1.433
19.750,B,283.320,4.080,1.156
19.770,B,302.120,4.080,1.233
19.790,B,290.600,4.080,1.186
19.808,B,293.000,4.060,1.190
19.829,B,333.600,4.050,1.351
19.848,B,419.200,4.060,1.702
19.869,B,284.000,4.080,1.159
19.888,B,287.200,4.050,1.163
19.906,B,362.520,4.060,1.472
19.927,B,328.320,4.080,1.340
19.946,B,337.200,4.070,1.372
19.967,B,403.720,4.060,1.639
19.986,B,421.720,4.040,1.704
20.005,B,474.120,4.080,1.934
20.025,B,362.720,4.080,1.480
20.045,B,352.320,4.060,1.430
20.065,B,413.320,4.070,1.682
20.085,B,405.600,4.020,1.631
20.105,B,548.600,4.040,2.216
20.123,B,549.600,4.040,2.220
20.144,B,549.000,4.040,2.218
20.163,B,655.920,4.050,2.656
20.184,B,427.120,4.070,1.738
20.203,B,404.120,4.070,1.645
20.222,B,407.720,4.060,1.655
20.242,B,424.200,4.060,1.722
20.262,B,428.320,4.070,1.743
20.282,B,298.520,4.090,1.221
20.302,B,363.200,4.060,1.475
20.320,B,382.720,4.060,1.554
20.341,B,367.800,4.070,1.497
20.360,B,302.600,4.050,1.226
20.380,B,293.400,4.080,1.197
20.400,B,418.720,4.090,1.713
20.418,B,324.400,4.080,1.324
20.439,B,342.920,4.070,1.396
20.458,B,293.800,4.090,1.202
20.479,B,273.720,4.080,1.117
20.499,B,271.920,4.080,1.109
20.519,B,281.600,4.080,1.149
20.537,B,280.720,4.080,1.145
20.557,B,271.720,4.080,1.109
20.577,B,275.920,4.080,1.126
20.597,B,321.800,4.080,1.313
20.617,B,373.400,4.060,1.516
20.635,B,427.600,4.060,1.736
20.656,B,450.800,4.040,1.821
20.675,B,466.800,4.070,1.900
20.696,B,498.800,4.060,2.025
20.715,B,429.400,4.060,1.743
20.734,B,505.120,4.030,2.036
20.754,B,649.920,4.010,2.606
20.774,B,377.920,4.090,1.546
20.794,B,365.400,4.070,1.487
20.815,B,283.320,4.060,1.150
20.832,B,284.720,4.080,1.162
20.852,B,277.520,4.070,1.130
20.872,B,281.320,4.080,1.148
20.892,B,275.400,4.080,1.124
20.913,B,273.400,4.080,1.115
20.930,B,267.920,4.070,1.090
20.951,B,270.720,4.080,1.105
20.970,B,272.000,4.060,1.104
20.991,B,281.320,4.050,1.139
21.011,B,311.120,4.080,1.269
21.031,B,299.000,4.060,1.214
21.049,B,370.720,4.070,1.509
21.070,B,302.520,4.070,1.231
21.089,B,351.320,4.070,1.430
21.109,B,358.200,4.050,1.451
21.129,B,317.200,4.080,1.294
21.147,B,307.520,4.060,1.249
21.168,B,411.520,4.090,1.683
21.187,B,289.800,4.080,1.182
21.208,B,296.520,4.070,1.207
21.227,B,343.800,4.070,1.399
21.246,B,429.720,4.050,1.740
21.266,B,426.000,4.060,1.730
21.286,B,428.200,4.060,1.738
21.306,B,413.400,4.060,1.678
21.326,B,430.800,4.060,1.749
21.344,B,412.600,4.070,1.679
21.364,B,403.520,4.060,1.638
21.384,B,400.600,4.060,1.626
21.404,B,400.600,4.060,1.626
21.425,B,413.720,4.070,1.684
21.442,B,351.720,4.070,1.432
21.463,B,367.600,4.030,1.481
21.482,B,524.720,4.040,2.120
21.503,B,558.320,4.040,2.256
21.523,B,573.600,4.040,2.317
21.543,B,453.600,4.110,1.864
21.561,B,317.520,4.020,1.276
21.581,B,522.000,4.030,2.104
21.601,B,557.720,4.020,2.242
21.621,B,521.320,4.090,2.132
21.641,B,345.600,4.060,1.403
21.659,B,297.000,4.080,1.212
21.680,B,487.800,4.020,1.961
21.699,B,521.400,4.060,2.117
21.720,B,318.200,4.080,1.298
21.739,B,414.920,4.040,1.676
21.758,B,566.120,4.050,2.293
21.778,B,603.800,4.040,2.439
21.797,B,563.400,4.060,2.287
21.818,B,513.800,4.080,2.096
21.838,B,376.120,4.080,1.535
21.856,B,361.320,4.060,1.467
21.876,B,377.800,4.070,1.538
21.896,B,407.320,4.050,1.650
21.916,B,321.400,4.080,1.311
21.937,B,328.200,4.060,1.332
21.956,B,385.600,4.060,1.566
21.975,B,347.400,4.070,1.414
21.995,B,424.800,4.070,1.729
22.015,B,389.920,4.070,1.587
22.035,B,371.400,4.070,1.512
22.054,B,439.120,4.030,1.770
22.073,B,551.400,4.040,2.228
22.093,B,591.120,4.060,2.400
22.113,B,522.320,4.050,2.115
22.133,B,497.120,4.070,2.023
22.153,B,501.120,4.040,2.025
22.171,B,352.000,4.100,1.443
22.192,B,267.600,4.080,1.092
22.212,B,243.920,4.050,0.988
22.232,B,241.520,4.090,0.988
22.252,B,227.000,4.060,0.922
22.269,B,238.200,4.080,0.972
22.290,B,231.920,4.080,0.946
22.310,B,222.320,4.080,0.907
22.330,B,221.400,4.080,0.903
22.350,B,216.600,4.080,0.884
22.368,B,221.200,4.080,0.902
22.388,B,216.200,4.070,0.880
22.409,B,279.920,4.070,1.139
22.428,B,286.400,4.070,1.166
22.449,B,387.200,4.020,1.557
22.468,B,417.000,4.070,1.697
22.487,B,390.520,4.060,1.586
22.507,B,415.800,4.050,1.684
22.526,B,389.400,4.060,1.581
22.547,B,383.920,4.060,1.559
22.566,B,355.200,4.030,1.431
22.585,B,332.200,4.030,1.339
22.605,B,275.120,4.080,1.122
22.625,B,249.120,4.080,1.016
22.698,B,238.720,4.070,0.972
22.704,B,232.600,4.090,0.951
22.709,B,232.400,4.080,0.948
22.715,B,318.400,4.070,1.296
22.724,B,385.000,4.060,1.563
22.743,B,292.720,4.080,1.194
22.764,B,248.800,4.080,1.015
22.781,B,246.600,4.080,1.006
22.802,B,238.000,4.090,0.973
22.822,B,224.120,4.080,0.914
22.842,B,226.800,4.080,0.925
22.862,B,224.120,4.080,0.914
22.880,B,216.320,4.080,0.883
22.900,B,216.600,4.080,0.884
22.921,B,224.400,4.090,0.918
22.940,B,221.520,4.080,0.904
22.961,B,221.520,4.070,0.902
22.980,B,215.200,4.070,0.876
22.998,B,220.800,4.070,0.899
23.019,B,267.000,4.070,1.087
23.038,B,231.520,4.070,0.942
23.059,B,242.400,4.060,0.984
23.078,B,314.320,4.060,1.276
23.097,B,312.600,4.040,1.263
23.117,B,275.320,4.090,1.126
23.137,B,231.600,4.080,0.945
23.157,B,236.120,4.080,0.963
23.177,B,314.000,4.070,1.278
23.195,B,293.600,4.080,1.198
23.215,B,239.600,4.080,0.978
23.235,B,238.200,4.080,0.972
23.255,B,234.200,4.070,0.953
23.275,B,234.520,4.080,0.957
23.293,B,229.320,4.080,0.936
23.314,B,229.320,4.080,0.936
23.334,B,240.120,4.080,0.980
23.354,B,229.920,4.080,0.938
23.374,B,233.720,4.080,0.954
23.393,B,229.000,4.080,0.934
23.412,B,234.120,4.080,0.955
23.433,B,232.120,4.080,0.947
23.452,B,232.720,4.080,0.949
23.472,B,229.920,4.080,0.938
23.491,B,233.720,4.080,0.954
23.510,B,229.600,4.080,0.937
23.531,B,229.400,4.080,0.936
23.550,B,233.800,4.080,0.954
23.571,B,300.520,4.060,1.220
23.590,B,274.400,4.090,1.122
23.610,B,249.000,4.080,1.016
23.629,B,230.720,4.090,0.944
23.649,B,301.920,4.060,1.226
23.669,B,317.920,4.060,1.291
23.688,B,313.320,4.080,1.278
23.707,B,333.600,4.060,1.354
23.727,B,321.320,4.060,1.305
23.747,B,333.920,4.070,1.359
23.767,B,225.200,4.090,0.921
23.788,B,230.000,4.080,0.938
23.806,B,226.400,4.070,0.921
23.826,B,225.600,4.080,0.920
23.846,B,232.200,4.080,0.947
23.866,B,288.000,4.080,1.175
23.886,B,265.200,4.090,1.085
23.904,B,242.120,4.080,0.988
23.924,B,236.200,4.080,0.964
23.944,B,239.400,4.080,0.977
23.964,B,231.320,4.080,0.944
23.984,B,239.200,4.080,0.976
24.003,B,229.320,4.080,0.936
24.022,B,226.320,4.070,0.921
24.043,B,227.400,4.070,0.926
24.062,B,227.920,4.080,0.930
24.083,B,352.400,4.040,1.424
24.103,B,341.600,4.070,1.390
24.121,B,262.400,4.080,1.071
24.141,B,254.000,4.080,1.036
24.160,B,254.400,4.090,1.040
24.181,B,235.200,4.080,0.960
24.201,B,233.120,4.080,0.951
24.219,B,227.720,4.080,0.929
24.239,B,229.800,4.080,0.938
24.259,B,236.920,4.080,0.967
24.279,B,224.120,4.080,0.914
24.300,B,418.120,4.050,1.693
24.318,B,366.400,4.100,1.502
24.338,B,327.000,4.060,1.328
24.357,B,313.000,4.060,1.271
24.378,B,353.400,4.100,1.449
24.398,B,261.320,4.090,1.069
24.416,B,254.000,4.090,1.039
24.436,B,245.520,4.080,1.002
24.456,B,242.520,4.080,0.989
24.476,B,235.320,4.080,0.960
24.496,B,240.600,4.080,0.982
24.515,B,227.200,4.080,0.927
24.534,B,214.920,4.070,0.875
24.555,B,220.000,4.070,0.895
24.574,B,222.800,4.070,0.907
24.595,B,218.600,4.080,0.892
24.613,B,217.120,4.080,0.886
24.632,B,215.320,4.080,0.879
24.653,B,283.800,4.040,1.147
24.672,B,270.920,4.080,1.105
24.693,B,236.520,4.080,0.965
24.713,B,235.720,4.080,0.962
24.731,B,246.800,4.060,1.002
24.751,B,244.800,4.080,0.999
24.771,B,248.920,4.080,1.016
24.791,B,233.520,4.080,0.953
24.812,B,317.400,4.060,1.289
24.829,B,236.920,4.060,0.962
24.850,B,311.520,4.080,1.271
24.870,B,249.320,4.070,1.015
24.889,B,233.200,4.080,0.951
24.910,B,231.920,4.080,0.946
24.928,B,235.920,4.080,0.963
24.948,B,235.400,4.070,0.958
24.968,B,239.200,4.090,0.978
24.988,B,225.920,4.080,0.922
25.008,B,224.400,4.090,0.918
25.027,B,224.600,4.080,0.916
25.046,B,228.320,4.080,0.932
25.067,B,231.200,4.080,0.943
25.086,B,225.320,4.080,0.919
25.106,B,223.720,4.080,0.913
25.125,B,228.200,4.080,0.931
25.144,B,228.320,4.080,0.932
25.165,B,229.520,4.070,0.934
25.185,B,224.000,4.080,0.914
25.205,B,223.600,4.080,0.912
25.225,B,228.320,4.080,0.932
25.243,B,228.400,4.080,0.932
25.263,B,224.200,4.080,0.915
25.284,B,230.200,4.080,0.939
25.303,B,237.400,4.060,0.964
25.324,B,309.000,4.060,1.255
25.341,B,247.920,4.090,1.014
25.361,B,238.200,4.080,0.972
25.382,B,233.520,4.090,0.955
25.401,B,223.400,4.080,0.911
25.422,B,220.400,4.080,0.899
25.440,B,215.320,4.090,0.881
25.460,B,217.320,4.070,0.884
25.480,B,222.520,4.080,0.908
25.500,B,215.200,4.080,0.878
25.520,B,213.800,4.070,0.870
25.539,B,213.920,4.070,0.871
25.558,B,215.600,4.080,0.880
25.578,B,231.920,4.080,0.946
25.598,B,234.320,4.050,0.949
25.618,B,302.120,4.080,1.233
25.637,B,244.120,4.080,0.996
25.656,B,237.800,4.080,0.970
25.677,B,242.000,4.080,0.987
25.696,B,231.400,4.080,0.944
25.717,B,234.800,4.080,0.958
25.735,B,229.400,4.090,0.938
25.755,B,241.600,4.090,0.988
25.775,B,232.720,4.070,0.947
25.796,B,234.720,4.060,0.953
25.815,B,305.400,4.060,1.240
25.835,B,275.200,4.090,1.126
25.853,B,333.400,4.090,1.364
25.873,B,258.200,4.080,1.053
25.894,B,249.920,4.080,1.020
25.913,B,235.320,4.080,0.960
25.934,B,235.120,4.080,0.959
25.951,B,234.800,4.080,0.958
25.972,B,224.320,4.080,0.915
25.992,B,246.720,4.070,1.004
26.012,B,225.320,4.080,0.919
26.032,B,228.520,4.080,0.932
26.050,B,223.720,4.080,0.913
26.070,B,218.520,4.070,0.889
26.090,B,229.920,4.080,0.938
26.110,B,224.000,4.080,0.914
26.130,B,227.600,4.080,0.929
26.149,B,223.600,4.080,0.912
26.168,B,223.000,4.080,0.910
26.189,B,229.920,4.080,0.938
26.208,B,223.520,4.080,0.912
26.229,B,222.920,4.080,0.910
26.247,B,228.120,4.080,0.931
26.267,B,224.000,4.070,0.912
26.287,B,230.520,4.080,0.941
26.307,B,299.400,4.060,1.216
26.327,B,305.600,4.090,1.250
26.347,B,250.720,4.090,1.025
26.366,B,231.800,4.080,0.946
26.385,B,231.000,4.080,0.942
26.406,B,223.800,4.070,0.911
26.425,B,215.320,4.090,0.881
26.446,B,219.520,4.080,0.896
26.464,B,215.200,4.080,0.878
26.484,B,215.800,4.080,0.880
26.504,B,220.600,4.080,0.900
26.523,B,240.920,4.060,0.978
26.544,B,296.920,4.050,1.203
26.562,B,382.200,4.050,1.548
26.582,B,245.720,4.090,1.005
26.602,B,246.000,4.060,0.999
26.622,B,247.320,4.080,1.009
26.642,B,240.520,4.080,0.981
26.661,B,231.200,4.070,0.941
26.680,B,234.200,4.080,0.956
26.701,B,236.720,4.080,0.966
26.720,B,231.520,4.080,0.945
26.741,B,239.720,4.080,0.978
26.759,B,231.600,4.070,0.943
26.779,B,229.800,4.070,0.935
26.799,B,225.920,4.070,0.919
26.818,B,297.800,4.060,1.209
26.839,B,335.800,4.090,1.373
26.857,B,249.920,4.080,1.020
26.878,B,245.520,4.080,1.002
26.897,B,422.720,4.060,1.716
26.918,B,423.200,4.050,1.714
26.937,B,330.800,4.050,1.340
26.958,B,410.000,4.070,1.669
26.976,B,271.920,4.080,1.109
26.995,B,342.720,4.060,1.391
27.016,B,383.520,4.050,1.553
27.035,B,381.800,4.060,1.550
27.056,B,378.320,4.070,1.540
27.074,B,344.720,4.070,1.403
27.094,B,368.600,4.060,1.497
27.114,B,517.120,4.000,2.068
27.134,B,523.720,4.050,2.121
27.154,B,524.120,4.050,2.123
27.173,B,524.600,4.050,2.125
27.192,B,459.200,4.070,1.869
27.213,B,408.320,4.040,1.650
27.232,B,493.520,4.050,1.999
27.252,B,574.320,4.030,2.315
27.271,B,524.520,4.050,2.124
27.291,B,524.200,4.050,2.123
27.311,B,552.120,4.050,2.236
27.331,B,491.920,4.100,2.017
27.351,B,288.920,4.090,1.182
27.371,B,254.520,4.090,1.041
27.390,B,249.920,4.090,1.022
27.409,B,233.000,4.070,0.948
27.430,B,237.200,4.080,0.968
27.449,B,226.600,4.080,0.925
27.470,B,231.400,4.080,0.944
27.488,B,228.400,4.080,0.932
27.507,B,224.200,4.080,0.915
27.528,B,283.520,4.060,1.151
27.547,B,319.800,4.050,1.295
27.568,B,367.720,4.070,1.497
27.586,B,370.120,4.070,1.506
27.606,B,387.720,4.060,1.574
27.626,B,342.200,4.070,1.393
27.646,B,344.800,4.070,1.403
27.666,B,382.120,4.060,1.551
27.685,B,415.120,4.030,1.673
27.705,B,517.320,4.040,2.090
27.724,B,519.600,4.050,2.104
27.745,B,523.000,4.050,2.118
27.764,B,434.200,4.080,1.772
27.783,B,487.200,4.050,1.973
27.803,B,507.520,4.030,2.045
27.823,B,597.200,4.060,2.425
27.843,B,535.120,4.060,2.173
27.863,B,382.320,4.080,1.560
27.883,B,417.520,4.050,1.691
27.902,B,382.520,4.110,1.572
27.922,B,237.920,4.090,0.973
27.941,B,244.120,4.090,0.998
27.962,B,231.000,4.080,0.942
27.984,B,231.120,4.090,0.945
28.000,B,225.000,4.080,0.918
28.019,B,231.600,4.080,0.945
28.040,B,227.920,4.080,0.930
28.060,B,216.400,4.080,0.883
28.080,B,220.320,4.080,0.899
28.098,B,273.720,4.070,1.114
28.118,B,321.120,4.050,1.301
28.138,B,382.600,4.050,1.550
28.159,B,372.400,4.070,1.516
28.178,B,351.400,4.060,1.427
28.196,B,370.320,4.070,1.507
28.217,B,346.520,4.070,1.410
28.236,B,362.600,4.060,1.472
28.257,B,393.600,4.060,1.598
28.276,B,508.520,4.040,2.054
28.295,B,523.520,4.050,2.120
28.315,B,508.000,4.050,2.057
28.335,B,492.920,4.080,2.011
28.355,B,408.920,4.070,1.664
28.375,B,469.920,4.050,1.903
28.395,B,616.120,4.050,2.495
28.413,B,615.920,4.020,2.476
28.433,B,589.320,4.070,2.399
28.453,B,431.200,4.120,1.777
28.474,B,278.320,4.100,1.141
28.493,B,263.520,4.090,1.078
28.512,B,232.120,4.070,0.945
28.531,B,237.320,4.080,0.968
28.552,B,231.120,4.070,0.941
28.572,B,303.920,4.090,1.243
28.592,B,246.120,4.080,1.004
28.610,B,222.320,4.080,0.907
28.630,B,225.720,4.090,0.923
28.650,B,269.000,4.070,1.095
28.670,B,331.000,4.050,1.341
28.690,B,377.120,4.050,1.527
28.708,B,402.520,4.070,1.638
28.729,B,398.600,4.050,1.614
28.748,B,410.200,4.060,1.665
28.769,B,358.720,4.070,1.460
28.788,B,427.800,4.030,1.724
28.809,B,516.120,4.040,2.085
28.827,B,533.320,4.050,2.160
28.847,B,529.600,4.050,2.145
28.867,B,498.800,4.080,2.035
28.888,B,423.000,4.060,1.717
28.907,B,470.720,4.050,1.906
28.925,B,544.320,4.050,2.204
28.945,B,638.520,4.020,2.567
28.965,B,627.200,4.080,2.559
28.986,B,447.800,4.120,1.845
29.005,B,276.600,4.100,1.134
29.024,B,252.520,4.090,1.033
29.043,B,239.720,4.080,0.978
29.066,B,229.600,4.080,0.937
29.084,B,221.600,4.090,0.906
29.104,B,227.720,4.090,0.931
29.122,B,229.000,4.090,0.937
29.141,B,217.600,4.080,0.888
29.162,B,227.800,4.090,0.932
29.182,B,247.520,4.060,1.005
29.202,B,290.600,4.070,1.183
29.220,B,370.720,4.060,1.505
29.241,B,350.200,4.070,1.425
29.260,B,443.520,4.060,1.801
29.281,B,370.720,4.070,1.509
29.300,B,348.400,4.060,1.415
29.321,B,364.720,4.060,1.481
29.339,B,397.000,4.060,1.612
29.359,B,532.800,4.030,2.147
29.379,B,533.120,4.050,2.159
29.399,B,527.000,4.040,2.129
29.419,B,485.800,4.060,1.972
29.437,B,507.720,4.040,2.051
29.457,B,562.320,4.020,2.261
29.477,B,595.520,4.040,2.406
29.498,B,581.000,4.050,2.353
29.517,B,548.920,4.050,2.223
29.536,B,578.120,4.050,2.341
29.555,B,269.320,4.040,1.088
29.576,B,244.800,4.060,0.994
29.596,B,254.520,4.090,1.041
29.615,B,243.600,4.070,0.991
29.634,B,230.800,4.090,0.944
29.654,B,222.800,4.090,0.911
29.674,B,233.720,4.080,0.954
29.694,B,221.000,4.090,0.904
29.714,B,216.120,4.080,0.882
29.734,B,230.920,4.060,0.938
29.753,B,293.320,4.070,1.194
29.772,B,389.200,4.070,1.584
29.793,B,347.000,4.070,1.412
29.812,B,381.720,4.060,1.550
29.833,B,421.920,4.080,1.721
29.851,B,349.120,4.070,1.421
29.871,B,522.520,4.060,2.121
29.891,B,520.320,4.040,2.102
29.911,B,527.600,4.040,2.132
29.931,B,528.400,4.040,2.135
29.949,B,531.120,4.050,2.151
29.970,B,433.600,4.070,1.765
29.989,B,496.200,4.050,2.010
30.010,B,531.120,4.050,2.151
30.029,B,614.320,4.020,2.470
30.048,B,535.320,4.050,2.168
30.069,B,437.600,4.060,1.777
30.087,B,437.520,4.110,1.798
30.108,B,299.400,4.080,1.222
30.127,B,282.200,4.090,1.154
30.146,B,244.320,4.080,0.997
30.166,B,242.120,4.080,0.988
30.186,B,233.120,4.090,0.953
30.206,B,227.400,4.080,0.928
30.226,B,220.720,4.080,0.901
30.246,B,219.800,4.080,0.897
30.265,B,219.120,4.080,0.894
30.285,B,224.000,4.080,0.914
30.305,B,293.120,4.050,1.187
30.325,B,379.520,4.060,1.541
30.344,B,373.800,4.060,1.518
30.363,B,350.800,4.050,1.421
30.383,B,428.720,4.070,1.745
30.403,B,349.920,4.070,1.424
30.423,B,351.920,4.070,1.432
30.443,B,387.720,4.060,1.574
30.461,B,466.120,4.040,1.883
30.482,B,528.800,4.040,2.136
30.501,B,528.800,4.030,2.131
30.522,B,509.000,4.050,2.061
30.541,B,413.400,4.070,1.683
