machine,utime,sURI,path,file,date,ffversion,endTime,kwatthours,kwh,max,mean,min,seconds,startTime,std,sum,type,var
"reptile",1328912966,"vuze-26764.jar","/home/abez/green-results/reptile-1328912966-vuze-26764.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328913604,0.0039,0.00392911111111113,24.4,23.5746666666668,21.5,600,1328913004,0.266100679261495,14144.8000000001,wattageSummary,0.0708095715034291
"reptile",1328913624,"vuze-26797.jar","/home/abez/green-results/reptile-1328913624-vuze-26797.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328914264,0.0028,0.00397955828074201,24.5,23.9172117039586,21.5,599,1328913665,0.282012114448494,13895.9,wattageSummary,0.0795308326957105
"reptile",1328914285,"vuze-26798.jar","/home/abez/green-results/reptile-1328914285-vuze-26798.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328914923,0.0039,0.00395475000000002,24.3,23.7285000000001,21.8,600,1328914323,0.226693773124258,14237.1000000001,wattageSummary,0.0513900667733127
"reptile",1328914942,"vuze-26789.jar","/home/abez/green-results/reptile-1328914942-vuze-26789.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328915581,0.0039,0.00397824999999999,24.5,23.909348914858,21.6,599,1328914982,0.27152377551654,14321.7,wattageSummary,0.0737251606707564
"reptile",1328915599,"vuze-26730.jar","/home/abez/green-results/reptile-1328915599-vuze-26730.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328916237,0.0039,0.00396822222222222,24.7,23.8093333333333,21.6,600,1328915637,0.309633132409882,14285.6,wattageSummary,0.0958726766859554
"reptile",1328916258,"vuze-26762.jar","/home/abez/green-results/reptile-1328916258-vuze-26762.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328916898,0.0039,0.00398671658347197,24.5,23.9202995008318,21.6,600,1328916298,0.271085306667319,14376.0999999999,wattageSummary,0.0734872434909145
"reptile",1328916919,"vuze-26783.jar","/home/abez/green-results/reptile-1328916919-vuze-26783.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328917532,0.0037,0.00378440831390834,24.4,23.7349650349652,21.5,574,1328916958,0.279731855898404,13576.4000000001,wattageSummary,0.0782499112043654
"reptile",1328917577,"vuze-26794.jar","/home/abez/green-results/reptile-1328917577-vuze-26794.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328918220,0.0039,0.00398233499722682,24.5,23.8940099833609,21.6,600,1328917620,0.26140146628584,14360.2999999999,wattageSummary,0.0683307265763869
"reptile",1328918238,"vuze-26786.jar","/home/abez/green-results/reptile-1328918238-vuze-26786.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328918876,0.0039,0.00394779824074077,24.3,23.7263333333335,21.5,599,1328918277,0.25333809266758,14235.8000000001,wattageSummary,0.0641801891964472
"reptile",1328918896,"vuze-26768.jar","/home/abez/green-results/reptile-1328918896-vuze-26768.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328919536,0.0039,0.00396566833056015,24.4,23.7940099833609,21.6,600,1328918936,0.263749995090959,14300.1999999999,wattageSummary,0.0695640599104809
"reptile",1328919556,"vuze-26765.jar","/home/abez/green-results/reptile-1328919556-vuze-26765.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328920196,0.0039,0.00392045500000002,24.4,23.5620000000001,21.5,599,1328919597,0.269648878219457,14137.2000000001,wattageSummary,0.0727105175250113
"reptile",1328920215,"vuze-26763.jar","/home/abez/green-results/reptile-1328920215-vuze-26763.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328920854,0.0039,0.0039771936111111,24.5,23.9029999999999,21.5,599,1328920255,0.279382218560032,14341.7999999999,wattageSummary,0.0780544240475253
"reptile",1328920874,"vuze-26751.jar","/home/abez/green-results/reptile-1328920874-vuze-26751.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328921513,0.0039,0.00396716583471991,24.6,23.8029950083195,21.8,600,1328920913,0.278790868409805,14305.6,wattageSummary,0.0777243483086932
"reptile",1328921534,"vuze-26737.jar","/home/abez/green-results/reptile-1328921534-vuze-26737.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328922177,0.004,0.00399034941763725,24.8,23.9420965058235,21.5,600,1328921577,0.300291409601516,14389.1999999999,wattageSummary,0.0901749306804656
"reptile",1328922197,"vuze-26732.jar","/home/abez/green-results/reptile-1328922197-vuze-26732.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328922836,0.0039,0.00396119254629631,24.7,23.8068333333334,21.5,599,1328922237,0.309293943455686,14284.1000000001,wattageSummary,0.0956627434583689
"reptile",1328922857,"vuze-26792.jar","/home/abez/green-results/reptile-1328922857-vuze-26792.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328923497,0.0039,0.00396483027267666,24.6,23.78898163606,21.6,600,1328922897,0.285336387771772,14249.5999999999,wattageSummary,0.0814168541866431
"reptile",1328923520,"vuze-26755.jar","/home/abez/green-results/reptile-1328923520-vuze-26755.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328924158,0.0039,0.00394821421296299,24.3,23.7288333333335,21.5,599,1328923559,0.256700468967497,14237.3000000001,wattageSummary,0.065895130768133
"reptile",1328924178,"vuze-26777.jar","/home/abez/green-results/reptile-1328924178-vuze-26777.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328924818,0.0027,0.00397358467137657,24.4,23.881310211946,21.5,599,1328924219,0.310152251370894,12394.4,wattageSummary,0.0961944190304345
"reptile",1328924838,"vuze-26759.jar","/home/abez/green-results/reptile-1328924838-vuze-26759.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328925475,0.0039,0.00394738888888892,24.5,23.72387312187,21.7,599,1328924876,0.240847911158448,14210.6000000001,wattageSummary,0.0580077163093874
"reptile",1328925496,"vuze-26752.jar","/home/abez/green-results/reptile-1328925496-vuze-26752.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328926135,0.0035,0.00398264515817901,24.6,23.9357638888889,21.6,599,1328925536,0.300443914725643,13787,wattageSummary,0.0902665458956693
"reptile",1328926156,"vuze-26799.jar","/home/abez/green-results/reptile-1328926156-vuze-26799.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328926795,0.0039,0.00395357737104828,24.3,23.7214642262897,21.5,600,1328926195,0.249041868891247,14256.6000000001,wattageSummary,0.0620218524608451
"reptile",1328926815,"vuze-26778.jar","/home/abez/green-results/reptile-1328926815-vuze-26778.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328926942,0.0005,0.000581121951219512,24.5,23.7731707317073,21.6,88,1328926854,0.674591560101614,1949.4,wattageSummary,0.45507377296033
"reptile",1328927472,"vuze-26735.jar","/home/abez/green-results/reptile-1328927472-vuze-26735.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328928110,0.0039,0.00396174717592593,24.6,23.8101666666667,21.8,599,1328927511,0.28439662672177,14286.1,wattageSummary,0.080881441290722
"reptile",1328928132,"vuze-26731.jar","/home/abez/green-results/reptile-1328928132-vuze-26731.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328928773,0.0039,0.00397652805555556,24.6,23.899,21.7,599,1328928174,0.304773924807919,14339.4,wattageSummary,0.0928871452428233
"reptile",1328928794,"vuze-26748.jar","/home/abez/green-results/reptile-1328928794-vuze-26748.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328929433,0.0039,0.00397398779811427,24.8,23.8439267886856,21.8,600,1328928833,0.349571959155658,14330.2000000001,wattageSummary,0.122200554627925
"reptile",1328929454,"vuze-26761.jar","/home/abez/green-results/reptile-1328929454-vuze-26761.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328930094,0.0039,0.00396179744017809,24.4,23.7707846410685,21.6,600,1328929494,0.24323190145964,14238.7,wattageSummary,0.059161757887672
"reptile",1328930115,"vuze-26787.jar","/home/abez/green-results/reptile-1328930115-vuze-26787.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328930753,0.0021,0.00398502825753214,24.5,23.9500863557858,21.6,599,1328930154,0.29927101650468,13867.1,wattageSummary,0.0895631413197445
"reptile",1328930773,"vuze-26750.jar","/home/abez/green-results/reptile-1328930773-vuze-26750.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328931413,0.0039,0.00395980555555557,24.6,23.7984974958265,21.5,599,1328930814,0.296379061454594,14255.3,wattageSummary,0.0878405480687063
"reptile",1328931435,"vuze-26738.jar","/home/abez/green-results/reptile-1328931435-vuze-26738.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328932074,0.0039,0.00397869444444443,24.7,23.9120200333889,21.6,599,1328931475,0.304353736511288,14323.3,wattageSummary,0.0926311969283826
"reptile",1328932096,"vuze-26767.jar","/home/abez/green-results/reptile-1328932096-vuze-26767.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328932737,0.0039,0.00396328341652804,24.7,23.7797004991682,21.8,600,1328932137,0.293576639868123,14291.6000000001,wattageSummary,0.0861872434762578
"reptile",1328932758,"vuze-26745.jar","/home/abez/green-results/reptile-1328932758-vuze-26745.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328933396,0.0037,0.00400433944823664,24.7,23.8274744027304,21.6,605,1328932791,0.382586032143502,13962.9,wattageSummary,0.146372071991308
"reptile",1328933417,"vuze-26765.jar","/home/abez/green-results/reptile-1328933417-vuze-26765.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328934056,0.0039,0.00397472550925927,24.5,23.8881666666667,21.7,599,1328933457,0.327141674222055,14332.9,wattageSummary,0.107021675012809
"reptile",1328934075,"vuze-26744.jar","/home/abez/green-results/reptile-1328934075-vuze-26744.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328934713,0.0027,0.00396080015299293,24.6,23.8044750430293,21.5,599,1328934114,0.350881561924592,13830.4,wattageSummary,0.123117870498641
"reptile",1328934733,"vuze-26778.jar","/home/abez/green-results/reptile-1328934733-vuze-26778.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328935373,0.0039,0.00398855711147722,24.4,23.6943986820429,21.6,606,1328934767,0.346745727967592,14382.5,wattageSummary,0.120232599863776
"reptile",1328935394,"vuze-26750.jar","/home/abez/green-results/reptile-1328935394-vuze-26750.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328936034,0.0023,0.0039852795759985,25.0,23.8718909710393,21.8,601,1328935433,0.375772698841576,14012.8000000001,wattageSummary,0.141205121194682
"reptile",1328936055,"vuze-26790.jar","/home/abez/green-results/reptile-1328936055-vuze-26790.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328936699,0.0026,0.00395938375350142,24.4,23.7563025210085,21.5,600,1328936099,0.28028324281717,14135.0000000001,wattageSummary,0.0785586962041089
"reptile",1328936720,"vuze-26763.jar","/home/abez/green-results/reptile-1328936720-vuze-26763.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328937358,0.0022,0.00395601074278695,24.4,23.7756906077346,21.6,599,1328936759,0.276840090081306,12910.1999999999,wattageSummary,0.0766404354762255
"reptile",1328937377,"vuze-26734.jar","/home/abez/green-results/reptile-1328937377-vuze-26734.jar/green-logger.txt.gz","green-logger.txt.gz","","",,0,0,,0,,0,,,0,wattageSummary,0
"reptile",1328938041,"vuze-26787.jar","/home/abez/green-results/reptile-1328938041-vuze-26787.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328938680,0.0039,0.00396430948419302,24.5,23.7858569051581,21.7,600,1328938080,0.263026562962215,14295.3,wattageSummary,0.0691829728237159
"reptile",1328938701,"vuze-26767.jar","/home/abez/green-results/reptile-1328938701-vuze-26767.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328939340,0.0039,0.00397821967592592,24.5,23.9091666666666,21.7,599,1328938741,0.264605364442014,14345.5,wattageSummary,0.070015998891491
"reptile",1328939360,"vuze-26789.jar","/home/abez/green-results/reptile-1328939360-vuze-26789.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328939998,0.0039,0.00395032180555557,24.3,23.7415000000001,21.5,599,1328939399,0.285827299969117,14244.9000000001,wattageSummary,0.0816972454076358
"reptile",1328940018,"vuze-26751.jar","/home/abez/green-results/reptile-1328940018-vuze-26751.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328940657,0.0039,0.00397755412037038,24.8,23.9051666666667,21.7,599,1328940058,0.32227795045559,14343.1,wattageSummary,0.103863077349856
"reptile",1328940679,"vuze-26777.jar","/home/abez/green-results/reptile-1328940679-vuze-26777.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328941317,0.0026,0.00398555555555556,24.6,23.9133333333333,21.6,600,1328940717,0.387348044815367,13271.9,wattageSummary,0.150038507822287
"reptile",1328941336,"vuze-26760.jar","/home/abez/green-results/reptile-1328941336-vuze-26760.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328941974,0.0039,0.00395381597222224,24.4,23.7625000000001,21.6,599,1328941375,0.274899435246511,14257.5,wattageSummary,0.0755696994988504
"reptile",1328941994,"vuze-26755.jar","/home/abez/green-results/reptile-1328941994-vuze-26755.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328942632,0.0021,0.00398422567645365,24.4,23.9053540587219,21.6,600,1328942032,0.291676345785105,13841.2,wattageSummary,0.0850750906905522
"reptile",1328942651,"vuze-26799.jar","/home/abez/green-results/reptile-1328942651-vuze-26799.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328943290,0.0039,0.0039577093732668,24.4,23.7462562396008,21.5,600,1328942690,0.254145878503412,14271.5000000001,wattageSummary,0.0645901275602713
"reptile",1328943311,"vuze-26731.jar","/home/abez/green-results/reptile-1328943311-vuze-26731.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328943950,0.002,0.003987558685446,24.7,23.925352112676,21.6,600,1328943350,0.335955111588302,13589.6,wattageSummary,0.112865837002309
"reptile",1328943972,"vuze-26768.jar","/home/abez/green-results/reptile-1328943972-vuze-26768.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328944582,0.0037,0.00374212931880644,24.6,23.5931095406361,21.8,571,1328944011,0.277865209597919,13353.7,wattageSummary,0.0772090747048955
"reptile",1328944630,"vuze-26779.jar","/home/abez/green-results/reptile-1328944630-vuze-26779.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328945269,0.0021,0.00397658086841105,24.4,23.8993174061432,21.5,599,1328944670,0.290298187304057,14004.9999999999,wattageSummary,0.0842730375520216
"reptile",1328945290,"vuze-26788.jar","/home/abez/green-results/reptile-1328945290-vuze-26788.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328945929,0.0031,0.00395737234652898,24.6,23.7442340791739,21.8,600,1328945329,0.262590490691288,13795.4,wattageSummary,0.0689537658014913
"reptile",1328945952,"vuze-26783.jar","/home/abez/green-results/reptile-1328945952-vuze-26783.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328946591,0.0026,0.00397922335600904,24.5,23.8753401360543,21.5,600,1328945991,0.296235414403122,14038.6999999999,wattageSummary,0.0877554207465895
"reptile",1328946611,"vuze-26752.jar","/home/abez/green-results/reptile-1328946611-vuze-26752.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328947253,0.0039,0.0039586388888889,24.9,23.7914858096829,21.8,599,1328946654,0.336881670990944,14251.1,wattageSummary,0.11348926024965
"reptile",1328947273,"vuze-26738.jar","/home/abez/green-results/reptile-1328947273-vuze-26738.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328947576,0.0002,0.00174690258751903,24.6,23.7315068493151,21.6,265,1328947311,0.711586004860589,1732.4,wattageSummary,0.506354642313454
"reptile",1328947932,"vuze-26753.jar","/home/abez/green-results/reptile-1328947932-vuze-26753.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328948575,0.0039,0.00393355518580145,24.6,23.6013311148087,21.8,600,1328947975,0.277305292375508,14184.4,wattageSummary,0.076898225179466
"reptile",1328948594,"vuze-26797.jar","/home/abez/green-results/reptile-1328948594-vuze-26797.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328949232,0.0039,0.00396547420965059,24.5,23.7928452579035,21.5,600,1328948632,0.283311473498779,14299.5,wattageSummary,0.0802653910160492
"reptile",1328949251,"vuze-26801.jar","/home/abez/green-results/reptile-1328949251-vuze-26801.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328949892,0.0028,0.00396550720515739,24.7,23.8327645051195,21.9,599,1328949293,0.34688090397085,13966,wattageSummary,0.120326361539634
"reptile",1328949912,"vuze-26732.jar","/home/abez/green-results/reptile-1328949912-vuze-26732.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328950549,0.0034,0.00395807950851025,24.6,23.7881239242686,21.7,599,1328949950,0.285777991586021,13820.9000000001,wattageSummary,0.0816690604749401
"reptile",1328950570,"vuze-26766.jar","/home/abez/green-results/reptile-1328950570-vuze-26766.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328951210,0.0039,0.00396263458333332,24.5,23.8154999999999,21.6,599,1328950611,0.2691911150721,14289.2999999999,wattageSummary,0.0724638564337608
"reptile",1328951229,"vuze-26792.jar","/home/abez/green-results/reptile-1328951229-vuze-26792.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328951867,0.0039,0.00395364958333334,24.4,23.7615,21.5,599,1328951268,0.263343881646689,14256.9,wattageSummary,0.0693500000007454
"reptile",1328951887,"vuze-26794.jar","/home/abez/green-results/reptile-1328951887-vuze-26794.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328952249,0.0021,0.00213689146886825,24.4,23.8907120743034,21.6,322,1328951927,0.34529731640893,7716.69999999999,wattageSummary,0.119230236719208
"reptile",1328952545,"vuze-26762.jar","/home/abez/green-results/reptile-1328952545-vuze-26762.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328953182,0.0029,0.00394958679945325,24.4,23.7370826010546,21.9,599,1328952583,0.262596585573539,13506.4000000001,wattageSummary,0.0689569667548812
"reptile",1328953202,"vuze-26793.jar","/home/abez/green-results/reptile-1328953202-vuze-26793.jar/green-logger.txt.gz","green-logger.txt.gz","","",,0,0,,0,,0,,,0,wattageSummary,0
"reptile",1328953861,"vuze-26737.jar","/home/abez/green-results/reptile-1328953861-vuze-26737.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328954499,0.0023,0.0039862234535067,24.8,23.9572695035461,21.7,599,1328953900,0.388603628156436,13511.9,wattageSummary,0.151012779816346
"reptile",1328954519,"vuze-26747.jar","/home/abez/green-results/reptile-1328954519-vuze-26747.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328955158,0.0039,0.00397198009259261,24.6,23.8716666666668,21.6,599,1328954559,0.310092703384857,14323.0000000001,wattageSummary,0.0961574846925292
"reptile",1328955179,"vuze-26759.jar","/home/abez/green-results/reptile-1328955179-vuze-26759.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328955816,0.0021,0.00397083439781019,24.5,23.8647810218976,21.7,599,1328955217,0.262216238995116,13077.8999999999,wattageSummary,0.0687573559927436
"reptile",1328955835,"vuze-26780.jar","/home/abez/green-results/reptile-1328955835-vuze-26780.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328956474,0.0039,0.00396758180809764,24.7,23.8054908485858,22.0,600,1328955874,0.284522641735718,14307.1000000001,wattageSummary,0.0809531336602716
"reptile",1328956492,"vuze-26786.jar","/home/abez/green-results/reptile-1328956492-vuze-26786.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328957131,0.0029,0.00396824970131422,24.5,23.8094982078853,21.6,600,1328956531,0.286875258294687,13285.7,wattageSummary,0.0822974138216432
"reptile",1328957149,"vuze-26764.jar","/home/abez/green-results/reptile-1328957149-vuze-26764.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328957787,0.0039,0.00397336666666668,24.8,23.8800000000001,21.9,599,1328957188,0.308315472713365,14328.0000000001,wattageSummary,0.0950584307144659
"reptile",1328957807,"vuze-26761.jar","/home/abez/green-results/reptile-1328957807-vuze-26761.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328958445,0.0039,0.00396572064552032,24.4,23.7943238731219,21.6,600,1328957845,0.278735502251672,14252.8,wattageSummary,0.0776934802154917
"reptile",1328958466,"vuze-26745.jar","/home/abez/green-results/reptile-1328958466-vuze-26745.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328959107,0.0021,0.00399356976514702,24.8,24.0014209591474,21.6,599,1328958508,0.316280831658223,13512.8,wattageSummary,0.100033564474417
"reptile",1328959128,"vuze-26798.jar","/home/abez/green-results/reptile-1328959128-vuze-26798.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328959769,0.0039,0.00396916666666667,24.4,23.77537437604,21.5,601,1328959168,0.25506711785188,14289,wattageSummary,0.0650592346092647
"reptile",1328959788,"vuze-26791.jar","/home/abez/green-results/reptile-1328959788-vuze-26791.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328960426,0.0039,0.00394007775919734,24.5,23.679933110368,21.6,599,1328959827,0.25095862212717,14160.6000000001,wattageSummary,0.0629802300199676
"reptile",1328960446,"vuze-26776.jar","/home/abez/green-results/reptile-1328960446-vuze-26776.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328961085,0.0034,0.00399056122448981,24.7,23.9433673469389,21.6,600,1328960485,0.323429589826437,14078.7000000001,wattageSummary,0.104606699575297
"reptile",1328961107,"vuze-26748.jar","/home/abez/green-results/reptile-1328961107-vuze-26748.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328961745,0.0039,0.00396199675925927,24.8,23.8116666666668,21.5,599,1328961146,0.312292223632559,14287.0000000001,wattageSummary,0.0975264329413684
"reptile",1328961767,"vuze-26735.jar","/home/abez/green-results/reptile-1328961767-vuze-26735.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328962406,0.0034,0.00400084795321638,24.6,24.0050877192983,21.7,600,1328961806,0.286532035564173,13682.9,wattageSummary,0.0821006074045484
"reptile",1328962429,"vuze-26730.jar","/home/abez/green-results/reptile-1328962429-vuze-26730.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328963067,0.0039,0.00395980597222224,24.6,23.7985000000001,21.8,599,1328962468,0.279782439919328,14279.1000000001,wattageSummary,0.0782782136872123
"reptile",1328963089,"vuze-26778.jar","/home/abez/green-results/reptile-1328963089-vuze-26778.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328963729,0.0039,0.00397674990740739,24.5,23.9003333333332,21.6,599,1328963130,0.255163482695606,14340.1999999999,wattageSummary,0.0651084029013509
"reptile",1328963747,"vuze-26777.jar","/home/abez/green-results/reptile-1328963747-vuze-26777.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328964385,0.0026,0.00396637630662023,24.7,23.7982578397214,21.8,600,1328963785,0.295983166109013,13660.2000000001,wattageSummary,0.0876060346199157
"reptile",1328964405,"vuze-26734.jar","/home/abez/green-results/reptile-1328964405-vuze-26734.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328965045,0.004,0.00399813087962963,24.7,24.0288333333333,21.6,599,1328964446,0.313074002606464,14417.3,wattageSummary,0.0980153311080321
"reptile",1328965067,"vuze-26745.jar","/home/abez/green-results/reptile-1328965067-vuze-26745.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328965705,0.0033,0.00396925308089844,24.9,23.8552772808588,21.9,599,1328965106,0.345119406950126,13335.1,wattageSummary,0.119107405053607
"reptile",1328965727,"vuze-26765.jar","/home/abez/green-results/reptile-1328965727-vuze-26765.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328966366,0.0039,0.00396394897393233,24.5,23.783693843594,21.6,600,1328965766,0.292290379784885,14294,wattageSummary,0.0854336661147924
"reptile",1328966387,"vuze-26798.jar","/home/abez/green-results/reptile-1328966387-vuze-26798.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328966940,0.0028,0.00340350424551189,24.7,23.8377729257642,21.8,514,1328966426,0.327835312447593,10917.7,wattageSummary,0.107475992087611
"reptile",1328967048,"vuze-26776.jar","/home/abez/green-results/reptile-1328967048-vuze-26776.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328967686,0.0039,0.00397802555555553,24.5,23.9079999999999,21.7,599,1328967087,0.253922812420433,14344.7999999999,wattageSummary,0.0644767946675023
"reptile",1328967705,"vuze-26744.jar","/home/abez/green-results/reptile-1328967705-vuze-26744.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328968343,0.0039,0.00398542986111111,24.9,23.9525,21.9,599,1328967744,0.355111142046601,14371.5,wattageSummary,0.126103923205642
"reptile",1328968364,"vuze-26755.jar","/home/abez/green-results/reptile-1328968364-vuze-26755.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328969003,0.0019,0.00396643233743409,24.4,23.7985940246045,21.6,600,1328968403,0.269385304521028,13541.4,wattageSummary,0.0725684422918868
"reptile",1328969023,"vuze-26753.jar","/home/abez/green-results/reptile-1328969023-vuze-26753.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328969661,0.0039,0.00394746546296297,24.7,23.7243333333334,21.9,599,1328969062,0.315659030065058,14234.6,wattageSummary,0.0996406232616133
"reptile",1328969682,"vuze-26768.jar","/home/abez/green-results/reptile-1328969682-vuze-26768.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328970320,0.0034,0.00394933013937284,24.4,23.7355400696865,21.5,599,1328969721,0.2729676050342,13624.2000000001,wattageSummary,0.074511313398107
"reptile",1328970340,"vuze-26789.jar","/home/abez/green-results/reptile-1328970340-vuze-26789.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328970978,0.0021,0.00396028466245934,24.5,23.8013769363166,21.6,599,1328970379,0.284662227107142,13828.5999999999,wattageSummary,0.0810325835415981
"reptile",1328970997,"vuze-26764.jar","/home/abez/green-results/reptile-1328970997-vuze-26764.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328971638,0.0039,0.00396081530782031,24.4,23.7648918469219,21.6,600,1328971038,0.261435836517352,14282.7,wattageSummary,0.0683486966155275
"reptile",1328971657,"vuze-26797.jar","/home/abez/green-results/reptile-1328971657-vuze-26797.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328972297,0.0035,0.00405621805792162,25.4,24.3373083475297,21.6,600,1328971697,0.677619990749749,14286,wattageSummary,0.45916885186369
"reptile",1328972320,"vuze-26735.jar","/home/abez/green-results/reptile-1328972320-vuze-26735.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328972960,0.0038,0.00407678288851031,25.2,24.5015332197615,23.6,599,1328972361,0.275596220263827,14382.4,wattageSummary,0.0759532766237079
"reptile",1328972986,"vuze-26760.jar","/home/abez/green-results/reptile-1328972986-vuze-26760.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328973633,0.0026,0.00404987711301045,24.9,24.3398290598291,22.8,599,1328973034,0.243624117144364,14238.8,wattageSummary,0.0593527104543707
"reptile",1328973656,"vuze-26759.jar","/home/abez/green-results/reptile-1328973656-vuze-26759.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328974293,0.0039,0.00397209101851853,24.7,23.8723333333334,21.8,599,1328973694,0.307558464741426,14323.4000000001,wattageSummary,0.094592209234103
"reptile",1328974312,"vuze-26737.jar","/home/abez/green-results/reptile-1328974312-vuze-26737.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328974951,0.003,0.00397976424361493,24.8,23.8785854616896,21.7,600,1328974351,0.338932383370639,12154.2,wattageSummary,0.114875160497302
"reptile",1328974972,"vuze-26731.jar","/home/abez/green-results/reptile-1328974972-vuze-26731.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328975611,0.004,0.00403256781987919,24.8,23.9558484349259,21.7,606,1328975005,0.385326440103545,14541.2,wattageSummary,0.148476465442871
"reptile",1328975633,"vuze-26750.jar","/home/abez/green-results/reptile-1328975633-vuze-26750.jar/green-logger.txt.gz","green-logger.txt.gz","","",1328976272,0.0039,0.00397186916666664,24.7,23.8709999999999,21.7,599,1328975673,0.297836943223905,14322.5999999999,wattageSummary,0.0887068447489595
